"partNumber","description","category","subCategory","manufacturer","stock","imgUrl","weight","vendor","price","unitMeasure","url","createdAt","updatedAt"
"AS3209-158","Proponent® AS3209-158 O-Ring, 4.737 in ID x 4-15/16 in OD, 0.103 in Thick, Fluorocarbon, Black","Aircraft Parts","ENGINES","Proponent",146,null,0.02,"aviallaltuser",12.79,"each","https://shop.boeing.com/aviation-supply/p/AS3209-158=64","{\"$date\":\"2023-08-10T20:25:50.510Z\"}","{\"$date\":\"2024-02-25T15:51:52.253Z\"}"
"AN3-3A","Airfasco AN3-3A Undrilled Shank Machine Bolt, #10-32, UNF, 3A, Right Hand, 0.406 in L Thread","Aircraft Parts","ENGINES","Hardware - Misc",4,"https://www.aviall.com/content-images/AN3-3A=28_120.JPG",0,"aviallaltuser",1.06,"","https://shop.boeing.com/aviation-supply/p/AN3-3A=64","{\"$date\":\"2023-11-23T12:38:52.871Z\"}","{\"$date\":\"2024-02-25T17:41:03.220Z\"}"
"AS4824N04","Proponent® AS4824N04 Flared Tube Conical Seal, For Helicopter Engine","Aircraft Parts","ENGINES","Kapco Valtec",1,null,0,"aviallaltuser",4.2,"","https://shop.boeing.com/aviation-supply/p/AS4824N04=R4","{\"$date\":\"2023-11-23T13:20:29.256Z\"}","{\"$date\":\"2024-02-25T15:49:02.395Z\"}"
"AN901-16A","GASKET: CRUSH,AL,","Aircraft Parts","ENGINES","Hardware - Misc",0,"https://www.aviall.com/content-images/AN901-16A=28_120.JPG",0,"aviallaltuser",7.03,"","https://shop.boeing.com/aviation-supply/p/AN901-16A=64","{\"$date\":\"2023-11-23T13:29:40.862Z\"}","{\"$date\":\"2024-02-25T16:11:37.102Z\"}"
"MS9320-10","MS9320-10 Flat Washer, 0.286 in ID x 0.51 in OD Dia, 0.057 to 0.067 in Thick, Steel","Aircraft Parts","ENGINES","Hardware - Misc",3371,null,0,"aviallaltuser",0.7,"","https://shop.boeing.com/aviation-supply/p/MS9320-10=64","{\"$date\":\"2023-11-23T13:31:45.398Z\"}","{\"$date\":\"2024-02-25T15:41:03.454Z\"}"
"MS9217-12","ASC MS9217-12=28 Bolt, Double Hexagonal Head, #10-32","Aircraft Parts","ENGINES","Hardware - Misc",70,null,0,"aviallaltuser",16.73,"","https://shop.boeing.com/aviation-supply/p/MS9217-12=64","{\"$date\":\"2023-11-23T13:37:31.800Z\"}","{\"$date\":\"2024-02-25T16:41:52.902Z\"}"
"MS9320-09","MS9320-09 Flat Washer, 7/16 in ID x 3/16 in OD Dia, 0.062 in Thick, Steel, Cadmium/Nickel","Aircraft Parts","ENGINES","Hardware - Misc",165,null,0,"aviallaltuser",1.5,"","https://shop.boeing.com/aviation-supply/p/MS9320-09=64","{\"$date\":\"2023-11-23T13:41:08.552Z\"}","{\"$date\":\"2024-02-25T17:04:20.748Z\"}"
"MS25036-101","TE MS25036-101 Ring Tongue Terminal, 300/600 V, Closed Barrel, 26 to 24 AWG, #6 Stud","Aircraft Parts","ENGINES","Hardware - Misc",14,null,0,"aviallaltuser",6.49,"","https://shop.boeing.com/aviation-supply/p/MS25036-101=64","{\"$date\":\"2023-11-23T13:53:31.821Z\"}","{\"$date\":\"2024-02-25T17:54:24.417Z\"}"
"NAS509-7","NAS509-7 Drilled Jam Nut, 7, 0.045 to 0.05 in Dia, Right Hand, 0.281 in H, Steel","Aircraft Parts","ENGINES","Hardware - Misc",7,"https://www.aviall.com/content-images/NAS509-7=28_120.JPG",0,"aviallaltuser",20.67,"","https://shop.boeing.com/aviation-supply/p/NAS509-7=64","{\"$date\":\"2023-11-23T13:53:41.038Z\"}","{\"$date\":\"2024-02-25T16:14:25.114Z\"}"
"AN919-15D","AN919-15D Tube Reducer, 5/8 x 1/2 in, External Threaded Flared Connection","Aircraft Parts","ENGINES","Hardware - Misc",49,"https://www.aviall.com/content-images/AN919-15D=28_120.JPG",0,"aviallaltuser",21.93,"","https://shop.boeing.com/aviation-supply/p/AN919-15D=T5","{\"$date\":\"2023-11-23T14:06:40.815Z\"}","{\"$date\":\"2024-02-25T16:20:10.214Z\"}"
"MS9556-06","MS9556-06 Machine Bolt, #10-32, UNJF, 0.408 to 0.428 in, 1/2 in L, 0.072 to 0.092 in Grip","Aircraft Parts","ENGINES","Hardware - Misc",7,null,0,"aviallaltuser",2.47,"","https://shop.boeing.com/aviation-supply/p/MS9556-06=64","{\"$date\":\"2023-11-23T14:06:53.211Z\"}","{\"$date\":\"2024-02-25T18:06:05.598Z\"}"
"MS9489-04","MS9489-04 Undrilled Head Machine Bolt, #10-32, UNF Thread Length L Thread, 3/8 in L","Aircraft Parts","ENGINES","Hardware - Misc",0,null,0,"aviallaltuser",10.2,"","https://shop.boeing.com/aviation-supply/p/MS9489-04=64","{\"$date\":\"2023-11-23T14:23:29.237Z\"}","{\"$date\":\"2024-02-25T16:29:23.802Z\"}"
"MS9432-06","BOLT: TEE HD,CRES, CHAMFERED","Aircraft Parts","ENGINES","Hardware - Misc",1826,null,0,"aviallaltuser",6.72,"","https://shop.boeing.com/aviation-supply/p/MS9432-06=64","{\"$date\":\"2023-11-23T14:45:41.876Z\"}","{\"$date\":\"2024-02-25T16:03:49.108Z\"}"
"MS9556-08","MS9556-08 Extended Washer Drilled Head Machine Bolt, #10-32, #10 Dia, 5/8 in L","Aircraft Parts","ENGINES","Hardware - Misc",49,null,0,"aviallaltuser",7.1,"","https://shop.boeing.com/aviation-supply/p/MS9556-08=64","{\"$date\":\"2023-11-23T14:47:14.460Z\"}","{\"$date\":\"2024-02-25T16:29:38.886Z\"}"
"MS9217-05","MS9217-05 Machine Bolt, #10-32, UNJF, 23/64 in, 7/16 in L, 0.092 in Grip","Aircraft Parts","ENGINES","Hardware - Misc",13,null,0,"aviallaltuser",17.16,"","https://shop.boeing.com/aviation-supply/p/MS9217-05=64","{\"$date\":\"2023-11-23T15:08:08.872Z\"}","{\"$date\":\"2024-02-25T16:42:34.592Z\"}"
"AN121662","AN121662 Straight Headed Pin, Stainless Steel, For Helicopters","Aircraft Parts","ENGINES","Hardware - Misc",41,null,0,"aviallaltuser",43.01,"","https://shop.boeing.com/aviation-supply/p/AN121662=64","{\"$date\":\"2023-11-23T15:16:37.757Z\"}","{\"$date\":\"2024-02-25T15:55:02.245Z\"}"
"MS9902-08","MS9902-08 Machine Thread Plug, Plain, 0.72 to 0.74 in L, Stainless Steel","Aircraft Parts","ENGINES","Wencor West, Inc.",7,null,0,"aviallaltuser",134.94,"","https://shop.boeing.com/aviation-supply/p/MS9902-08=64","{\"$date\":\"2023-11-23T15:20:11.273Z\"}","{\"$date\":\"2024-02-25T17:15:10.824Z\"}"
"MS9489-06","MS9489-06 Undrilled Head Machine Bolt, #10-32, UNF Thread Length L Thread, 1/2 in L","Aircraft Parts","ENGINES","Hardware - Misc",47,null,0,"aviallaltuser",4.88,"","https://shop.boeing.com/aviation-supply/p/MS9489-06=64","{\"$date\":\"2023-11-23T15:33:22.242Z\"}","{\"$date\":\"2024-02-25T16:54:46.218Z\"}"
"AN150833","AN150833 Stepped Straight Stud, 1.146 to 1.66 in L, Alloy Steel, Cadmium","Aircraft Parts","ENGINES","Hardware - Misc",194,null,0,"aviallaltuser",39.54,"","https://shop.boeing.com/aviation-supply/p/AN150833=64","{\"$date\":\"2023-11-23T15:34:58.931Z\"}","{\"$date\":\"2024-02-25T16:22:56.995Z\"}"
"MS9218-23","MS9218-23 Drilled Head Machine Bolt, 1/4-28, UNF Thread Length L Thread, 1-9/16 in L","Aircraft Parts","ENGINES","Hardware - Misc",118,null,0,"aviallaltuser",119.96,"","https://shop.boeing.com/aviation-supply/p/MS9218-23=64","{\"$date\":\"2023-11-23T15:41:43.761Z\"}","{\"$date\":\"2024-02-25T17:09:31.570Z\"}"
"MS9217-07","MS9217-07 Drilled Head Machine Bolt, #10-32, UNF Thread Length L Thread, #10 Dia","Aircraft Parts","ENGINES","Hardware - Misc",50,null,0,"aviallaltuser",19.79,"","https://shop.boeing.com/aviation-supply/p/MS9217-07=64","{\"$date\":\"2023-11-23T15:48:33.497Z\"}","{\"$date\":\"2024-02-25T17:33:11.428Z\"}"
"MS9489-05","MS9489-05 Undrilled Head Machine Bolt, #10-32, UNF Thread Length L Thread, 7/16 in L","Aircraft Parts","ENGINES","Hardware - Misc",41,null,0,"aviallaltuser",2.61,"","https://shop.boeing.com/aviation-supply/p/MS9489-05=R4","{\"$date\":\"2023-11-23T15:48:58.240Z\"}","{\"$date\":\"2024-02-25T17:32:35.513Z\"}"
"MS21045C4","MS21045C4 Regular Self-Locking Nut, 0.273 in Dia, 1/4-28, UNJF-3B, Stainless Steel","Aircraft Parts","ENGINES","Hardware - Misc",480,null,0,"aviallaltuser",3.4,"","https://shop.boeing.com/aviation-supply/p/MS21045C4=64","{\"$date\":\"2023-11-23T15:59:10.349Z\"}","{\"$date\":\"2024-02-25T17:49:45.426Z\"}"
"MS35333-73","MS35333-73 Internal Tooth Lock Washer, 0.204 in ID x 0.381 in OD Dia, 0.025 in Thick","Aircraft Parts","ENGINES","Hardware - Misc",152,null,0,"aviallaltuser",0.36,"","https://shop.boeing.com/aviation-supply/p/MS35333-73=64","{\"$date\":\"2023-11-23T15:59:18.447Z\"}","{\"$date\":\"2024-02-25T19:41:44.021Z\"}"
"MS9432-05","MS9432-05 Chamfered Bolt, #10-32, UNJF, 3A, Right Hand, 0.294 to 0.334 in L Thread","Aircraft Parts","ENGINES","Hardware - Misc",533,null,0,"aviallaltuser",22.45,"","https://shop.boeing.com/aviation-supply/p/MS9432-05=64","{\"$date\":\"2023-11-23T16:01:31.494Z\"}","{\"$date\":\"2024-02-25T17:43:29.206Z\"}"
"MS9015-04","MS9015-04 Machine Thread Plug, Plain, 0.64 in L, Steel, 0.438 in, UNF","Aircraft Parts","ENGINES","Hardware - Misc",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/MS9015-04=MN","{\"$date\":\"2023-11-23T16:16:25.852Z\"}","{\"$date\":\"2024-02-25T19:37:22.302Z\"}"
"MS9556-04","MS9556-04 Extended Washer Drilled Head Machine Bolt, #10-32, #10 Dia, 3/8 in L","Aircraft Parts","ENGINES","Hardware - Misc",0,null,0,"aviallaltuser",3.49,"","https://shop.boeing.com/aviation-supply/p/MS9556-04=64","{\"$date\":\"2023-11-23T16:24:55.650Z\"}","{\"$date\":\"2024-02-25T18:35:59.616Z\"}"
"MS9489-08","BOLT: HEX HD,CRES,","Aircraft Parts","ENGINES","Hardware - Misc",212,null,0,"aviallaltuser",7.34,"","https://shop.boeing.com/aviation-supply/p/MS9489-08=64","{\"$date\":\"2023-11-23T16:26:46.735Z\"}","{\"$date\":\"2024-02-25T17:24:39.629Z\"}"
"AN101007","AN101007 Bolt, Hexagonal Head, For Rolls-Royce Helicopters","Aircraft Parts","ENGINES","Hardware - Misc",727,"https://www.aviall.com/content-images/AN101007=28_120.JPG",0,"aviallaltuser",4.92,"","https://shop.boeing.com/aviation-supply/p/AN101007=64","{\"$date\":\"2023-11-23T16:30:07.718Z\"}","{\"$date\":\"2024-02-25T15:47:57.797Z\"}"
"AN101013","BOLT: HEX HD,ST,","Aircraft Parts","ENGINES","Hardware - Misc",168,"https://www.aviall.com/content-images/AN101013=28_120.JPG",0,"aviallaltuser",2.03,"","https://shop.boeing.com/aviation-supply/p/AN101013=64","{\"$date\":\"2023-11-23T16:50:14.666Z\"}","{\"$date\":\"2024-02-25T16:21:31.113Z\"}"
"MS9321-09","WASHER: FLT,CRES,","Aircraft Parts","ENGINES","Hardware - Misc",13,null,0,"aviallaltuser",1.33,"","https://shop.boeing.com/aviation-supply/p/MS9321-09=64","{\"$date\":\"2023-11-23T16:57:22.428Z\"}","{\"$date\":\"2024-02-25T16:16:37.163Z\"}"
"NAS509-9C","NUT: HEX HD,DRILLED,ST,","Aircraft Parts","ENGINES","Hardware - Misc",90,"https://www.aviall.com/content-images/NAS509-9C=28_120.JPG",0,"aviallaltuser",73.31,"","https://shop.boeing.com/aviation-supply/p/NAS509-9C=64","{\"$date\":\"2023-11-23T17:06:01.070Z\"}","{\"$date\":\"2024-02-25T19:29:36.478Z\"}"
"MS16627-4075","RING: RETAINING,INT,CRES, INVERTED LUGS","Aircraft Parts","ENGINES","Hardware - Misc",227,null,0,"aviallaltuser",7.36,"","https://shop.boeing.com/aviation-supply/p/MS16627-4075=64","{\"$date\":\"2023-11-23T17:12:28.615Z\"}","{\"$date\":\"2024-02-25T16:33:04.086Z\"}"
"AN101016","BOLT: HEX HD,ST,","Aircraft Parts","ENGINES","Hardware - Misc",118,"https://www.aviall.com/content-images/AN101016=28_120.JPG",0,"aviallaltuser",46.2,"","https://shop.boeing.com/aviation-supply/p/AN101016=64","{\"$date\":\"2023-11-23T17:27:56.719Z\"}","{\"$date\":\"2024-02-25T16:53:24.403Z\"}"
"AN939D4","ELBOW: 90DEG,AL, INT SCREW THREAD","Aircraft Parts","ENGINES","AEK TECHNOLOGY",29,null,0,"aviallaltuser",40.39,"","https://shop.boeing.com/aviation-supply/p/AN939D4=64","{\"$date\":\"2023-11-23T17:33:37.662Z\"}","{\"$date\":\"2024-02-25T17:37:35.302Z\"}"
"MS9218-12","MS9218-12 Drilled Head Machine Bolt, 1/4-28, UNJF Thread Length L Thread, 7/8 in L","Aircraft Parts","ENGINES","Hardware - Misc",23,null,0,"aviallaltuser",38.01,"","https://shop.boeing.com/aviation-supply/p/MS9218-12=64","{\"$date\":\"2023-11-23T17:36:22.229Z\"}","{\"$date\":\"2024-02-25T17:29:24.453Z\"}"
"MS9565-07","MS9565-07 Machine Bolt, #10-32, UNJF, 3A, Right Hand, 0.47 to 0.49 in L Thread","Aircraft Parts","ENGINES","Hardware - Misc",21,null,0,"aviallaltuser",16.56,"","https://shop.boeing.com/aviation-supply/p/MS9565-07=R4","{\"$date\":\"2023-11-23T17:56:47.312Z\"}","{\"$date\":\"2024-02-25T17:41:42.453Z\"}"
"AN101009","AN101009 Machine Bolt, #10-32, UNF, 3A, Right Hand, 0.49 to 0.552 in L Thread, Steel","Aircraft Parts","ENGINES","Hardware - Misc",0,"https://www.aviall.com/content-images/AN101009=28_120.JPG",0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/AN101009=MN","{\"$date\":\"2023-11-23T18:02:31.445Z\"}","{\"$date\":\"2024-02-25T19:44:50.147Z\"}"
"MS16625-4037","RING: RETAINING,INT,CRES,","Aircraft Parts","ENGINES","Kapco Valtec",148,null,0,"aviallaltuser",1.08,"","https://shop.boeing.com/aviation-supply/p/MS16625-4037=64","{\"$date\":\"2023-11-23T18:09:14.777Z\"}","{\"$date\":\"2024-02-25T15:57:24.284Z\"}"
"AN101008","BOLT: HEX HD,ST,","Aircraft Parts","ENGINES","Hardware - Misc",29,null,0,"aviallaltuser",2.08,"","https://shop.boeing.com/aviation-supply/p/AN101008=64","{\"$date\":\"2023-11-23T18:31:20.808Z\"}","{\"$date\":\"2024-02-25T16:24:27.727Z\"}"
"MS9566-30","MS9566-30 Drilled Head Machine Bolt, 1/4-28, UNF Thread Length L Thread, 2-1/4 in L","Aircraft Parts","ENGINES","Hardware - Misc",0,null,0,"aviallaltuser",53.3,"","https://shop.boeing.com/aviation-supply/p/MS9566-30=64","{\"$date\":\"2023-11-23T18:31:56.169Z\"}","{\"$date\":\"2024-02-25T16:53:38.055Z\"}"
"MS9489-27","BOLT: HEX HD,CRES,","Aircraft Parts","ENGINES","Hardware - Misc",18,null,0,"aviallaltuser",27.19,"","https://shop.boeing.com/aviation-supply/p/MS9489-27=R4","{\"$date\":\"2023-11-23T18:39:27.004Z\"}","{\"$date\":\"2024-02-25T19:39:41.547Z\"}"
"AN893-8D","BUSHING: REDUCER,AL, SCREW THREAD","Aircraft Parts","ENGINES","Hardware - Misc",8,"https://www.aviall.com/content-images/AN893-8D=28_120.JPG",0,"aviallaltuser",74.97,"","https://shop.boeing.com/aviation-supply/p/AN893-8D=64","{\"$date\":\"2023-11-23T18:43:50.313Z\"}","{\"$date\":\"2024-02-25T19:01:53.429Z\"}"
"MS9529-06","MS9529-06 Drilled Head Machine Bolt, #10-32, UNF Thread Length L Thread, #10 Dia","Aircraft Parts","ENGINES","Hardware - Misc",219,"https://www.aviall.com/content-images/MS9529-06=28_120.JPG",0,"aviallaltuser",28.37,"","https://shop.boeing.com/aviation-supply/p/MS9529-06=64","{\"$date\":\"2023-11-23T18:51:50.278Z\"}","{\"$date\":\"2024-02-25T18:59:27.546Z\"}"
"MS9372-021","MS9372-021 Gasket, 11/16 in Dia, Steel, 0.061 to 0.065 in Thick","Aircraft Parts","ENGINES","Kapco Valtec",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/MS9372-021=MN","{\"$date\":\"2023-11-23T19:05:24.448Z\"}","{\"$date\":\"2024-02-25T19:26:08.994Z\"}"
"MS9566-06","BOLT: DBL HEX HD,CRES, DRILLED","Aircraft Parts","ENGINES","Hardware - Misc",33,null,0,"aviallaltuser",8.68,"","https://shop.boeing.com/aviation-supply/p/MS9566-06=64","{\"$date\":\"2023-11-23T19:05:28.734Z\"}","{\"$date\":\"2024-02-25T17:18:30.505Z\"}"
"AN101006","AN101006 Machine Bolt, #10-32, UNF, 3A, Right Hand, 3/8 in L Thread, Steel, Cadmium","Aircraft Parts","ENGINES","Hardware - Misc",716,"https://www.aviall.com/content-images/AN101006=28_120.JPG",0,"aviallaltuser",23.71,"","https://shop.boeing.com/aviation-supply/p/AN101006=64","{\"$date\":\"2023-11-23T19:31:46.697Z\"}","{\"$date\":\"2024-02-25T15:48:36.070Z\"}"
"MS122909","CLAMP: LOOP,CRES, FINE THREAD","Aircraft Parts","ENGINES","Hardware - Misc",1,null,0,"aviallaltuser",5.65,"","https://shop.boeing.com/aviation-supply/p/MS122909=64","{\"$date\":\"2023-11-23T19:38:55.806Z\"}","{\"$date\":\"2024-02-25T16:25:56.800Z\"}"
"MS9565-28","BOLT: DBL HEX HD,CRES, DRILLED","Aircraft Parts","ENGINES","Hardware - Misc",77,null,0,"aviallaltuser",15.09,"","https://shop.boeing.com/aviation-supply/p/MS9565-28=R4","{\"$date\":\"2023-11-23T19:41:45.185Z\"}","{\"$date\":\"2024-02-25T18:49:02.786Z\"}"
"MS9218-16","BOLT: DBL HEX HD,ST, DRILLED","Aircraft Parts","ENGINES","Hardware - Misc",82,null,0,"aviallaltuser",104.84,"","https://shop.boeing.com/aviation-supply/p/MS9218-16=64","{\"$date\":\"2023-11-23T19:50:43.989Z\"}","{\"$date\":\"2024-02-25T19:24:12.826Z\"}"
"MS9556-10","MS9556-10 Extended Washer Drilled Head Machine Bolt, #10-32, #10 Dia, 3/4 in L","Aircraft Parts","ENGINES","Hardware - Misc",29,null,0,"aviallaltuser",2.54,"","https://shop.boeing.com/aviation-supply/p/MS9556-10=R4","{\"$date\":\"2023-11-23T20:11:44.504Z\"}","{\"$date\":\"2024-02-25T16:25:59.310Z\"}"
"MS122901","CLAMP: LOOP,CRES, FINE THREAD","Aircraft Parts","ENGINES","Hardware - Misc",40,null,0,"aviallaltuser",4.35,"","https://shop.boeing.com/aviation-supply/p/MS122901=64","{\"$date\":\"2023-11-23T20:25:23.516Z\"}","{\"$date\":\"2024-02-25T19:36:35.772Z\"}"
"AN101024","AN101024 Machine Bolt, #10-32, UNF, 3A, Right Hand, 0.562 in L Thread, Steel","Aircraft Parts","ENGINES","Hardware - Misc",194,"https://www.aviall.com/content-images/AN101024=28_120.JPG",0,"aviallaltuser",10.36,"","https://shop.boeing.com/aviation-supply/p/AN101024=64","{\"$date\":\"2023-11-23T20:34:51.352Z\"}","{\"$date\":\"2024-02-25T16:03:42.944Z\"}"
"1011470","AIR MOTOR B/OFF ZZYRO12F12-03S06,","Aircraft Parts","ENGINES","Airframe - As Removed",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/1011470=R2","{\"$date\":\"2024-01-22T22:22:00.110Z\"}","{\"$date\":\"2024-02-25T16:56:54.198Z\"}"
"1011471","OIL DIF P TMIT 1 ZZYRO12F12-03S07,","Aircraft Parts","ENGINES","Airframe - As Removed",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/1011471=R2","{\"$date\":\"2024-01-22T22:22:06.063Z\"}","{\"$date\":\"2024-02-25T17:21:35.560Z\"}"
"47073","METR SET S/O,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",17,"https://www.aviall.com/content-images/47073=64_120.JPG",0,"aviallaltuser",783.48,"","https://shop.boeing.com/aviation-supply/p/47073=64","{\"$date\":\"2024-02-13T15:30:36.945Z\"}","{\"$date\":\"2024-02-25T15:47:52.766Z\"}"
"47080","PISTON S/O,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",23,"https://www.aviall.com/content-images/47080=64_120.JPG",0,"aviallaltuser",1359.71,"","https://shop.boeing.com/aviation-supply/p/47080=64","{\"$date\":\"2024-02-13T15:31:23.533Z\"}","{\"$date\":\"2024-02-25T15:43:20.030Z\"}"
"139968","FILTER:,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",73,"https://www.aviall.com/content-images/139968=64_120.JPG",0,"aviallaltuser",157.69,"","https://shop.boeing.com/aviation-supply/p/139968=64","{\"$date\":\"2024-02-13T15:37:08.006Z\"}","{\"$date\":\"2024-02-25T15:48:27.156Z\"}"
"6705924P010","PLUG:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",5,null,0,"aviallaltuser",302.5,"","https://shop.boeing.com/aviation-supply/p/6705924P010=T5","{\"$date\":\"2024-02-13T16:14:40.171Z\"}","{\"$date\":\"2024-02-25T18:06:08.110Z\"}"
"6705924P015","PLUG:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",50,null,0,"aviallaltuser",17.87,"","https://shop.boeing.com/aviation-supply/p/6705924P015=T5","{\"$date\":\"2024-02-13T16:14:44.102Z\"}","{\"$date\":\"2024-02-25T17:31:30.580Z\"}"
"6705924P020","PLUG:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",211,null,0,"aviallaltuser",44,"","https://shop.boeing.com/aviation-supply/p/6705924P020=T5","{\"$date\":\"2024-02-13T16:14:48.163Z\"}","{\"$date\":\"2024-02-25T19:35:48.399Z\"}"
"6710820P006","BUSHING:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",1311,null,0,"aviallaltuser",21.16,"","https://shop.boeing.com/aviation-supply/p/6710820P006=T5","{\"$date\":\"2024-02-13T16:18:47.756Z\"}","{\"$date\":\"2024-02-25T20:02:50.089Z\"}"
"6710820P009","BUSHING:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6710820P009=T5","{\"$date\":\"2024-02-13T16:18:51.909Z\"}","{\"$date\":\"2024-02-25T19:35:05.198Z\"}"
"6710820P012","BUSHING:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",null,"","https://shop.boeing.com/aviation-supply/p/6710820P012=T5","{\"$date\":\"2024-02-13T16:18:56.243Z\"}","{\"$date\":\"2024-02-25T19:54:09.602Z\"}"
"6714805","VANE: COMPR,STG 5,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",1082,null,0,"aviallaltuser",26.32,"","https://shop.boeing.com/aviation-supply/p/6714805=T5","{\"$date\":\"2024-02-13T16:22:34.943Z\"}","{\"$date\":\"2024-02-25T16:13:05.199Z\"}"
"6714811","VANE: COMPR,STG 11,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",0,null,0,"aviallaltuser",19.98,"","https://shop.boeing.com/aviation-supply/p/6714811=T5","{\"$date\":\"2024-02-13T16:25:11.758Z\"}","{\"$date\":\"2024-02-25T16:12:39.668Z\"}"
"6714814","VANE: COMPR,STG 14,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",1363,null,0,"aviallaltuser",15.97,"","https://shop.boeing.com/aviation-supply/p/6714814=T5","{\"$date\":\"2024-02-13T16:26:29.087Z\"}","{\"$date\":\"2024-02-25T16:15:03.247Z\"}"
"6716898","BEARING:,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",10,"https://www.aviall.com/content-images/6716898=T5_120.JPG",0,"aviallaltuser",332.15,"","https://shop.boeing.com/aviation-supply/p/6716898=T5","{\"$date\":\"2024-02-13T16:28:43.175Z\"}","{\"$date\":\"2024-02-25T15:44:51.653Z\"}"
"6718476","TERMINAL: ALUMEL,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",67,null,0,"aviallaltuser",18.84,"","https://shop.boeing.com/aviation-supply/p/6718476=64","{\"$date\":\"2024-02-13T16:30:00.761Z\"}","{\"$date\":\"2024-02-25T16:53:07.115Z\"}"
"6719546","SPACER: SLEEVE,ST, .2813X.500","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",286,"https://www.aviall.com/content-images/6719546=64_120.JPG",0,"aviallaltuser",8.29,"","https://shop.boeing.com/aviation-supply/p/6719546=64","{\"$date\":\"2024-02-13T16:31:20.061Z\"}","{\"$date\":\"2024-02-25T15:35:03.233Z\"}"
"6722207","BUSHING: #12S3 ELEC,RUBBER,","Aircraft Parts","ENGINES","Rolls-Royce - T56 Piece Parts",354,"https://www.aviall.com/content-images/6722207=T5_120.JPG",0,"aviallaltuser",4.7,"","https://shop.boeing.com/aviation-supply/p/6722207=T5","{\"$date\":\"2024-02-13T16:35:20.320Z\"}","{\"$date\":\"2024-02-25T15:34:06.998Z\"}"
"6730623","SEAL, ORING .176 ID X .070,","Aircraft Parts","ENGINES","Rolls-Royce - M250 Piece Parts",44,null,0,"aviallaltuser",66.95,"","https://shop.boeing.com/aviation-supply/p/6730623=64","{\"$date\":\"2024-02-13T16:40:50.820Z\"}","{\"$date\":\"2024-02-25T16:19:45.898Z\"}"
